POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
5,,AffouÈ Amandine†ALLOU,CIVCIV,11.75,0.204,100 m,Heats,F,2008
6,,Valentina†MEREDOVA,TKMTKM,11.94,0.247,100 m,Heats,F,2008
7,,Tit Linda†SOU,CAMCAM,12.98,0.183,100 m,Heats,F,2008
8,,Fathia†ALI BOURALEH,DJIDJI,14.29,0.28,100 m,Heats,F,2008
1,,Kim†GEVAERT,BELBEL,11.33 Q,0.156,100 m,Heats,F,2008
2,,Yuliya†NESTSIARENKA,BLRBLR,11.40 Q,0.175,100 m,Heats,F,2008
3,,Thi Huong†VU,VIEVIE,11.65 Q,0.207,100 m,Heats,F,2008
4,,Halimat†ISMAILA,NGRNGR,11.72,0.2,100 m,Heats,F,2008
5,,Chisato†FUKUSHIMA,JPNJPN,11.74,0.162,100 m,Heats,F,2008
6,,Sonia†WILLIAMS,ANTANT,12.04,0.198,100 m,Heats,F,2008
7,,Cora†ALICTO,GUMGUM,13.31,0.199,100 m,Heats,F,2008
8,,Robina†MUQIMYAR,AFGAFG,14.8,0.263,100 m,Heats,F,2008
1,,Shelly-Ann†FRASER-PRYCE,JAMJAM,11.35 Q,0.193,100 m,Heats,F,2008
2,,Vida†ANIM,GHAGHA,11.47 Q,0.17,100 m,Heats,F,2008
3,,Ruddy†ZANG MILAMA,GABGAB,11.62 Q,0.187,100 m,Heats,F,2008
4,,Laura†TURNER,GBRGBR,11.65,0.174,100 m,Heats,F,2008
5,,Nirinaharifidy†RAMILIJAONA,MADMAD,12.07,0.19,100 m,Heats,F,2008
6,,Tamicka†CLARKE,BAHBAH,12.16,0.172,100 m,Heats,F,2008
7,,Montserrat†PUJOL,ANDAND,12.73,0.225,100 m,Heats,F,2008
8,,Jessica†AGUILERA,NCANCA,13.15,0.195,100 m,Heats,F,2008
9,,Pauline†KWALEA,SOLSOL,13.28,0.166,100 m,Heats,F,2008
1,,Ivet†LALOVA-COLLIO,BULBUL,11.33 Q,0.162,100 m,Heats,F,2008
2,,Montell†DOUGLAS,GBRGBR,11.36 Q,0.167,100 m,Heats,F,2008
3,,Virgen†BENAVIDES,CUBCUB,11.45 Q,0.178,100 m,Heats,F,2008
4,,Ene Franca†IDOKO,NGRNGR,11.61 q,0.177,100 m,Heats,F,2008
5,,Pia†TAJNIKAR,SLOSLO,11.82,0.181,100 m,Heats,F,2008
6,,Feta†AHAMADA,COMCOM,11.88,0.172,100 m,Heats,F,2008
7,,Fatou†TIYANA,GAMGAM,12.25,0.19,100 m,Heats,F,2008
8,,Beauty†NAZMUNNAHAR,BANBAN,12.52,0.19,100 m,Heats,F,2008
1,,Oludamola†OSAYOMI,NGRNGR,11.13 Q,0.206,100 m,Heats,F,2008
2,,Debbie†FERGUSON-MCKENZIE,BAHBAH,11.17 Q,0.166,100 m,Heats,F,2008
3,,Daria†KORCZYNSKA,POLPOL,11.22 Q,0.159,100 m,Heats,F,2008
4,,Yomara†HINESTROZA,COLCOL,11.39 q,0.171,100 m,Heats,F,2008
5,,Sasha†SPRINGER,TTOTTO,11.55 q,0.186,100 m,Heats,F,2008
6,,Mae†KOIME,PNGPNG,11.68,0.2,100 m,Heats,F,2008
7,,Hinikissia Albertine†NDIKERT,CHACHA,12.55,0.207,100 m,Heats,F,2008
8,,Magali†FRANKA,CODCOD,12.57,0.224,100 m,Heats,F,2008
1,,Evgeniya†POLYAKOVA,RUSRUS,11.24 Q,0.176,100 m,Heats,F,2008
2,,Jade†BAILEY,BARBAR,11.46 Q,0.194,100 m,Heats,F,2008
3,,Sherone†SIMPSON,JAMJAM,11.48 Q,0.172,100 m,Heats,F,2008
4,,Natalia†POHREBNIAK,UKRUKR,11.60 q,0.144,100 m,Heats,F,2008
5,,Tezzhan†NAIMOVA,BULBUL,11.7,0.178,100 m,Heats,F,2008
6,,Jutamass†TAWONCHAROEN,THATHA,11.82,0.188,100 m,Heats,F,2008
7,,Waseelah Fadhl†SAAD,YEMYEM,13.6,0.232,100 m,Heats,F,2008
8,,Maria†IKELAP,FSMFSM,13.73,,100 m,Heats,F,2008
9,,Philaylack†SACKPRASEUTH,LAOLAO,13.86,0.264,100 m,Heats,F,2008
1,,Kerron†STEWART,JAMJAM,11.28 Q,0.197,100 m,Heats,F,2008
2,,Ezinne†OKPARAEBO,NORNOR,11.32 Q,0.163,100 m,Heats,F,2008
3,,LaVerne†JONES-FERRETTE,ISVISV,11.41 Q,0.179,100 m,Heats,F,2008
4,,Barbara†PIERRE,HAIHAI,11.52 q,0.165,100 m,Heats,F,2008
5,,Natalya†MURINOVICH,RUSRUS,11.55 q,0.179,100 m,Heats,F,2008
6,,Charlene†ATTARD,MLTMLT,12.2,0.176,100 m,Heats,F,2008
7,,Michaela†KARGBO,SLESLE,12.54,0.231,100 m,Heats,F,2008
8,,Milena†MILAäEVIC,MNEMNE,12.65,0.218,100 m,Heats,F,2008
9,,Chandra Kala†THAPA,NEPNEP,13.15,0.214,100 m,Heats,F,2008
1,,Shelly-Ann†FRASER-PRYCE,JAMJAM,11.06 Q,0.249,100 m,Quarter,F,2008
2,,Evgeniya†POLYAKOVA,RUSRUS,11.13 Q,0.197,100 m,Quarter,F,2008
3,,Jeanette†KWAKYE,GBRGBR,11.18 Q,0.174,100 m,Quarter,F,2008
4,,Virgil†HODGE,SKNSKN,11.45,0.217,100 m,Quarter,F,2008
5,,LaVerne†JONES-FERRETTE,ISVISV,11.55,0.231,100 m,Quarter,F,2008
6,,Myriam LÈonie†MANI,CMRCMR,11.65,0.182,100 m,Quarter,F,2008
7,,Ene Franca†IDOKO,NGRNGR,11.66,0.184,100 m,Quarter,F,2008
8,,Jade†BAILEY,BARBAR,11.67,0.234,100 m,Quarter,F,2008
1,,Sherone†SIMPSON,JAMJAM,11.02 Q,0.153,100 m,Quarter,F,2008
2,,Muna†LEE,USAUSA,11.08 Q,0.173,100 m,Quarter,F,2008
3,,Chandra†STURRUP,BAHBAH,11.16 Q,0.179,100 m,Quarter,F,2008
4,,Montell†DOUGLAS,GBRGBR,11.38,0.165,100 m,Quarter,F,2008
5,,Virgen†BENAVIDES,CUBCUB,11.4,0.169,100 m,Quarter,F,2008
6,,Kelly-Ann†BAPTISTE,TTOTTO,11.42,0.19,100 m,Quarter,F,2008
7,,Natalya†MURINOVICH,RUSRUS,11.51,0.188,100 m,Quarter,F,2008
8,,Natalia†POHREBNIAK,UKRUKR,11.55,0.151,100 m,Quarter,F,2008
1,,Debbie†FERGUSON-MCKENZIE,BAHBAH,11.21 Q,0.162,100 m,Quarter,F,2008
2,,Oludamola†OSAYOMI,NGRNGR,11.28 Q,0.183,100 m,Quarter,F,2008
3,,Vida†ANIM,GHAGHA,11.32 Q,0.169,100 m,Quarter,F,2008
4,,Christine†ARRON,FRAFRA,11.36,0.191,100 m,Quarter,F,2008
5,,Daria†KORCZYNSKA,POLPOL,11.41,0.151,100 m,Quarter,F,2008
6,,Natalia†RUSAKOVA,RUSRUS,11.49,0.186,100 m,Quarter,F,2008
7,,Yomara†HINESTROZA,COLCOL,11.66,0.17,100 m,Quarter,F,2008
8,,Thi Huong†VU,VIEVIE,11.7,0.186,100 m,Quarter,F,2008
1,,Kerron†STEWART,JAMJAM,10.98 Q,0.156,100 m,Quarter,F,2008
2,,Lauryn†WILLIAMS,USAUSA,11.07 Q,0.15,100 m,Quarter,F,2008
3,,Kim†GEVAERT,BELBEL,11.10 Q,0.149,100 m,Quarter,F,2008
4,,Yuliya†NESTSIARENKA,BLRBLR,11.14 q,0.187,100 m,Quarter,F,2008
5,,Tahesia†HARRIGAN-SCOTT,IVBIVB,11.36,0.156,100 m,Quarter,F,2008
6,,Semoy†HACKETT,TTOTTO,11.46,0.162,100 m,Quarter,F,2008
7,,Guzel†KHUBBIEVA,UZBUZB,11.49,0.152,100 m,Quarter,F,2008
8,,Lucimar Aparecida†DE MOURA,BRABRA,11.67,0.152,100 m,Quarter,F,2008
1,,Torri†EDWARDS,USAUSA,11.31 Q,0.16,100 m,Quarter,F,2008
2,,Lina†GRINCIKAIT…-SAMUOLE,LTULTU,11.33 Q,0.161,100 m,Quarter,F,2008
3,,Ivet†LALOVA-COLLIO,BULBUL,11.40 Q,0.181,100 m,Quarter,F,2008
4,,Ezinne†OKPARAEBO,NORNOR,11.45,0.169,100 m,Quarter,F,2008
5,,Barbara†PIERRE,HAIHAI,11.56,0.197,100 m,Quarter,F,2008
6,,Anita†PISTONE,ITAITA,11.56,0.148,100 m,Quarter,F,2008
7,,Ruddy†ZANG MILAMA,GABGAB,11.59,0.191,100 m,Quarter,F,2008
8,,Sasha†SPRINGER,TTOTTO,11.71,0.204,100 m,Quarter,F,2008
1,,Shelly-Ann†FRASER-PRYCE,JAMJAM,11.00 Q,0.217,100 m,Semi,F,2008
2,,Muna†LEE,USAUSA,11.06 Q,0.155,100 m,Semi,F,2008
3,,Lauryn†WILLIAMS,USAUSA,11.10 Q,0.174,100 m,Semi,F,2008
4,,Sherone†SIMPSON,JAMJAM,11.11 Q,0.166,100 m,Semi,F,2008
5,,Chandra†STURRUP,BAHBAH,11.22,0.159,100 m,Semi,F,2008
6,,Lina†GRINCIKAIT…-SAMUOLE,LTULTU,11.5,0.163,100 m,Semi,F,2008
7,,Ivet†LALOVA-COLLIO,BULBUL,11.51,0.171,100 m,Semi,F,2008
8,,Vida†ANIM,GHAGHA,11.51,0.189,100 m,Semi,F,2008
1,,Kerron†STEWART,JAMJAM,11.05 Q,0.202,100 m,Semi,F,2008
2,,Torri†EDWARDS,USAUSA,11.18 Q,0.174,100 m,Semi,F,2008
3,,Jeanette†KWAKYE,GBRGBR,11.19 Q,0.156,100 m,Semi,F,2008
4,,Debbie†FERGUSON-MCKENZIE,BAHBAH,11.22 Q,0.184,100 m,Semi,F,2008
5,,Yuliya†NESTSIARENKA,BLRBLR,11.26,0.156,100 m,Semi,F,2008
6,,Kim†GEVAERT,BELBEL,11.3,0.194,100 m,Semi,F,2008
7,,Evgeniya†POLYAKOVA,RUSRUS,11.38,0.173,100 m,Semi,F,2008
8,,Oludamola†OSAYOMI,NGRNGR,11.44,0.208,100 m,Semi,F,2008
1,,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.78,0.19,100 m,Final,F,2008
2,,Sherone†SIMPSON,JAMJAM,10.98,0.155,100 m,Final,F,2008
2,,Kerron†STEWART,JAMJAM,10.98,0.232,100 m,Final,F,2008
4,,Lauryn†WILLIAMS,USAUSA,11.03,0.149,100 m,Final,F,2008
5,,Muna†LEE,USAUSA,11.07,0.234,100 m,Final,F,2008
6,,Jeanette†KWAKYE,GBRGBR,11.14,0.161,100 m,Final,F,2008
7,,Debbie†FERGUSON-MCKENZIE,BAHBAH,11.19,0.167,100 m,Final,F,2008
8,,Torri†EDWARDS,USAUSA,11.2,0.179,100 m,Final,F,2008
1,,Rosemarie†WHYTE,JAMJAM,51.00 Q,0.207,400 m,Heats,F,2008
2,,Christine†AMERTIL,BAHBAH,51.25 Q,0.189,400 m,Heats,F,2008
3,,Muizat Ajoke†ODUMOSU,NGRNGR,51.39 Q,0.214,400 m,Heats,F,2008
4,,Deedee†TROTTER,USAUSA,51.41 q,0.256,400 m,Heats,F,2008
5,,Tiandra†PONTEEN,SKNSKN,52.41,0.437,400 m,Heats,F,2008
6,,Antonina†YEFREMOVA,UKRUKR,53.22,0.204,400 m,Heats,F,2008
,,Munguntuya†BATGEREL,MGLMGL,DNS,,400 m,Heats,F,2008
1,,Libania†GRENOT,ITAITA,50.87 Q,0.33,400 m,Heats,F,2008
2,,Amantle†MONTSHO,BOTBOT,50.91 Q,0.271,400 m,Heats,F,2008
3,,Carline†MUIR,CANCAN,51.55 Q,0.253,400 m,Heats,F,2008
4,,Indira†TERRERO,CUBCUB,51.56 q,0.396,400 m,Heats,F,2008
5,,Makelesi†BATIMALA,FIJFIJ,52.24,0.216,400 m,Heats,F,2008
6,,Mandeep†KAUR,INDIND,52.88,0.348,400 m,Heats,F,2008
7,,Justine†BAYIGGA,UGAUGA,54.15,0.325,400 m,Heats,F,2008
1,,Mary†WINEBERG,USAUSA,51.46 Q,0.197,400 m,Heats,F,2008
2,,Lee†MCCONNELL,GBRGBR,51.87 Q,0.24,400 m,Heats,F,2008
3,,Barbara†PETR¡HN,HUNHUN,53.06,0.202,400 m,Heats,F,2008
4,,Carol†RODRÕGUEZ,PURPUR,53.08,0.183,400 m,Heats,F,2008
5,,Ginou†ETIENNE,HAIHAI,53.94,0.322,400 m,Heats,F,2008
6,,Rachidatou†SEINI MAIKIDO,NIGNIG,01:03.2,,400 m,Heats,F,2008
,,Anastasiya†KAPACHINSKAYA,RUSRUS,DQ,0.264,400 m,Heats,F,2008
1,,Christine†OHURUOGU,GBRGBR,51.00 Q,0.271,400 m,Heats,F,2008
2,,Yulia†GUSHCHINA,RUSRUS,51.18 Q,0.257,400 m,Heats,F,2008
3,,Gabriela†MEDINA,MEXMEX,51.96 Q,0.261,400 m,Heats,F,2008
4,,Tamsyn†MANOU,AUSAUS,52.38,0.187,400 m,Heats,F,2008
5,,Maria Laura†ALMIR√O,BRABRA,53.26,,400 m,Heats,F,2008
6,,Joanne†CUDDIHY,IRLIRL,53.32,0.196,400 m,Heats,F,2008
7,,Ghada†ALI,LBALBA,01:06.2,0.289,400 m,Heats,F,2008
1,,Sanya†RICHARDS-ROSS,USAUSA,50.54 Q,0.207,400 m,Heats,F,2008
2,,Aliann†POMPEY,GUYGUY,50.99 Q,0.225,400 m,Heats,F,2008
3,,Folasade†ABUGAN,NGRNGR,51.45 Q,0.276,400 m,Heats,F,2008
4,,Asami†CHIBA,JPNJPN,52.6,0.231,400 m,Heats,F,2008
5,,DÌmitra†D”VA,GREGRE,52.69,0.219,400 m,Heats,F,2008
6,,Olga†TERESHKOVA TSYKUNOVA,KAZKAZ,53.36,0.217,400 m,Heats,F,2008
7,,Kia†DAVIS,LBRLBR,53.99,0.307,400 m,Heats,F,2008
1,,Novlene†WILLIAMS-MILLS,JAMJAM,51.52 Q,0.202,400 m,Heats,F,2008
2,,Nicola†SANDERS,GBRGBR,51.81 Q,0.279,400 m,Heats,F,2008
3,,Nawal†EL JACK,SUDSUD,52.77 Q,0.494,400 m,Heats,F,2008
4,,Kineke†ALEXANDER,VINVIN,52.87,0.266,400 m,Heats,F,2008
5,,Trish†BARTHOLOMEW,GRNGRN,52.88,0.162,400 m,Heats,F,2008
6,,Tsholofelo†THIPE,RSARSA,54.11,0.217,400 m,Heats,F,2008
7,,Klodiana†SHALA,ALBALB,54.84,0.147,400 m,Heats,F,2008
8,,Munguntuya†BATGEREL,MGLMGL,58.14,0.247,400 m,Heats,F,2008
1,,Shericka†WILLIAMS,JAMJAM,50.57 Q,0.242,400 m,Heats,F,2008
2,,Racheal†NACHULA,ZAMZAM,51.62 Q,0.239,400 m,Heats,F,2008
3,,Joy†EZE,NGRNGR,51.97 q,0.385,400 m,Heats,F,2008
4,,Monika†BEJNAR,POLPOL,52.8,0.264,400 m,Heats,F,2008
5,,Sandrine†THI…BAUD-KANGNI,TOGTOG,54.16,0.248,400 m,Heats,F,2008
6,,Temalangeni†DLAMINI,SWZSWZ,59.91,0.278,400 m,Heats,F,2008
,,Alissa†KALLINIKOU,CYPCYP,DQ,0.259,400 m,Heats,F,2008
,,Tatyana†FIROVA,RUSRUS,DQ,0.245,400 m,Heats,F,2008
1,,Christine†OHURUOGU,GBRGBR,50.14 Q,0.233,400 m,Semi,F,2008
2,,Shericka†WILLIAMS,JAMJAM,50.28 Q,0.24,400 m,Semi,F,2008
3,,Aliann†POMPEY,GUYGUY,50.93,0.194,400 m,Semi,F,2008
4,,Mary†WINEBERG,USAUSA,51.13,0.203,400 m,Semi,F,2008
5,,Indira†TERRERO,CUBCUB,51.8,0.367,400 m,Semi,F,2008
6,,Muizat Ajoke†ODUMOSU,NGRNGR,52.45,0.387,400 m,Semi,F,2008
7,,Gabriela†MEDINA,MEXMEX,52.97,0.25,400 m,Semi,F,2008
,,Tatyana†FIROVA,RUSRUS,DQ,0.246,400 m,Semi,F,2008
1,,Sanya†RICHARDS-ROSS,USAUSA,49.90 Q,0.19,400 m,Semi,F,2008
2,,Novlene†WILLIAMS-MILLS,JAMJAM,51.06,0.255,400 m,Semi,F,2008
3,,Christine†AMERTIL,BAHBAH,51.51,0.222,400 m,Semi,F,2008
4,,Joy†EZE,NGRNGR,51.87,0.375,400 m,Semi,F,2008
5,,Lee†MCCONNELL,GBRGBR,52.11,0.243,400 m,Semi,F,2008
6,,Carline†MUIR,CANCAN,52.37,0.399,400 m,Semi,F,2008
7,,Racheal†NACHULA,ZAMZAM,52.67,0.223,400 m,Semi,F,2008
,,Anastasiya†KAPACHINSKAYA,RUSRUS,DQ,0.249,400 m,Semi,F,2008
1,,Yulia†GUSHCHINA,RUSRUS,50.48 Q,0.189,400 m,Semi,F,2008
2,,Amantle†MONTSHO,BOTBOT,50.54 Q,0.226,400 m,Semi,F,2008
3,,Rosemarie†WHYTE,JAMJAM,50.63 q,0.19,400 m,Semi,F,2008
4,,Nicola†SANDERS,GBRGBR,50.71,0.197,400 m,Semi,F,2008
5,,Libania†GRENOT,ITAITA,50.83,0.233,400 m,Semi,F,2008
6,,Folasade†ABUGAN,NGRNGR,51.3,0.343,400 m,Semi,F,2008
7,,Deedee†TROTTER,USAUSA,51.87,0.235,400 m,Semi,F,2008
8,,Nawal†EL JACK,SUDSUD,54.18,,400 m,Semi,F,2008
1,,Christine†OHURUOGU,GBRGBR,49.62,0.237,400 m,Final,F,2008
2,,Shericka†WILLIAMS,JAMJAM,49.69,0.207,400 m,Final,F,2008
3,,Sanya†RICHARDS-ROSS,USAUSA,49.93,0.196,400 m,Final,F,2008
4,,Yulia†GUSHCHINA,RUSRUS,50.01,0.242,400 m,Final,F,2008
5,,Rosemarie†WHYTE,JAMJAM,50.68,0.181,400 m,Final,F,2008
6,,Amantle†MONTSHO,BOTBOT,51.18,0.299,400 m,Final,F,2008
,,Anastasiya†KAPACHINSKAYA,RUSRUS,DQ,0.378,400 m,Final,F,2008
,,Tatyana†FIROVA,RUSRUS,DQ,0.196,400 m,Final,F,2008
1,,Susanna†KALLUR,SWESWE,12.68 Q,0.194,100 m H,Heats,F,2008
2,,Nevin†YANIT,TURTUR,12.94 q,0.186,100 m H,Heats,F,2008
3,,Aurelia†TRYWIANSKA-KOLLASCH,POLPOL,12.98 q,0.181,100 m H,Heats,F,2008
4,,Micol†CATTANEO,ITAITA,13.13,0.179,100 m H,Heats,F,2008
5,,Lucie†äKROB¡KOV¡,CZECZE,13.18,0.186,100 m H,Heats,F,2008
6,,Ekaterina†POPLAVSKAYA,BLRBLR,13.39,0.173,100 m H,Heats,F,2008
7,,Miriam†CUP¡KOV¡,SVKSVK,13.65,0.23,100 m H,Heats,F,2008
,,Josephine†ONYIA,ESPESP,DQ,0.166,100 m H,Heats,F,2008
1,,Vonette†DIXON,JAMJAM,12.69 Q,0.186,100 m H,Heats,F,2008
2,,Priscilla†LOPES-SCHLIEP,CANCAN,12.75 Q,0.13,100 m H,Heats,F,2008
3,,Damu†CHERRY,USAUSA,12.92 q,0.23,100 m H,Heats,F,2008
4,,Carolin†DIETRICH,GERGER,12.95 q,0.189,100 m H,Heats,F,2008
5,,Aleksandra†ANTONOVA,RUSRUS,13.18,0.158,100 m H,Heats,F,2008
6,,Derval†O'ROURKE,IRLIRL,13.22,0.152,100 m H,Heats,F,2008
7,,MaÌla†MACHADO,BRABRA,13.45,0.178,100 m H,Heats,F,2008
8,,Fadwa†AL BOUZA,SYRSYR,14.24,0.262,100 m H,Heats,F,2008
1,,Delloreen†ENNIS-LONDON,JAMJAM,12.82 Q,0.142,100 m H,Heats,F,2008
2,,Sally†PEARSON,AUSAUS,12.83 Q,0.136,100 m H,Heats,F,2008
3,,Sarah†CLAXTON,GBRGBR,12.97 q,0.166,100 m H,Heats,F,2008
4,,Yuliya†KONDAKOVA,RUSRUS,13.07,0.193,100 m H,Heats,F,2008
5,,Angela†WHYTE,CANCAN,13.11,0.153,100 m H,Heats,F,2008
6,,Yenima†ARENCIBIA,CUBCUB,13.43,0.186,100 m H,Heats,F,2008
7,,FlÛra†REDO⁄MI,GREGRE,13.56,0.172,100 m H,Heats,F,2008
8,,Edit†V¡RI,HUNHUN,13.59,0.175,100 m H,Heats,F,2008
1,,LoLo†JONES,USAUSA,12.71 Q,0.16,100 m H,Heats,F,2008
2,,Anay†TEJEDA,CUBCUB,12.84 Q,0.158,100 m H,Heats,F,2008
3,,ReÔna-Flor†OKORI,FRAFRA,12.98 q,0.175,100 m H,Heats,F,2008
4,,Christina†VUKICEVIC,NORNOR,13.05,0.155,100 m H,Heats,F,2008
5,,Tatyana†DEKTYAREVA,RUSRUS,13.05,0.209,100 m H,Heats,F,2008
6,,Natalya†IVONINSKAYA,KAZKAZ,13.2,0.166,100 m H,Heats,F,2008
7,,Olutoyin†AUGUSTUS,NGRNGR,13.34,0.17,100 m H,Heats,F,2008
8,,Jeimy†BERN¡RDEZ,HONHON,14.29,0.207,100 m H,Heats,F,2008
1,,Brigitte†FOSTER-HYLTON,JAMJAM,12.69 Q,0.177,100 m H,Heats,F,2008
2,,Dawn†HARPER NELSON,USAUSA,12.73 Q,0.199,100 m H,Heats,F,2008
3,,Anastassiya†PILIPENKO,KAZKAZ,12.99,0.171,100 m H,Heats,F,2008
4,,Aleesha†BARBER,TTOTTO,13.01,0.175,100 m H,Heats,F,2008
5,,Yevgeniya†SNIHUR,UKRUKR,13.06,0.15,100 m H,Heats,F,2008
6,,Nadine†FAUSTIN-PARKER,HAIHAI,13.25,0.16,100 m H,Heats,F,2008
7,,Dedeh†ERAWATI,INAINA,13.49,0.176,100 m H,Heats,F,2008
,,Fatmata†FOFANAH,GUIGUI,DNF,0.16,100 m H,Heats,F,2008
1,,LoLo†JONES,USAUSA,12.43 Q,0.172,100 m H,Semi,F,2008
2,,Delloreen†ENNIS-LONDON,JAMJAM,12.67 Q,0.145,100 m H,Semi,F,2008
3,,Priscilla†LOPES-SCHLIEP,CANCAN,12.68 Q,0.159,100 m H,Semi,F,2008
4,,Sally†PEARSON,AUSAUS,12.70 Q,0.14,100 m H,Semi,F,2008
5,,Aurelia†TRYWIANSKA-KOLLASCH,POLPOL,12.96,0.118,100 m H,Semi,F,2008
6,,Carolin†DIETRICH,GERGER,12.99,0.144,100 m H,Semi,F,2008
7,,Nevin†YANIT,TURTUR,13.28,0.201,100 m H,Semi,F,2008
,,Josephine†ONYIA,ESPESP,DQ,0.203,100 m H,Semi,F,2008
1,,Damu†CHERRY,USAUSA,12.62 Q,0.189,100 m H,Semi,F,2008
2,,Dawn†HARPER NELSON,USAUSA,12.66 Q,0.191,100 m H,Semi,F,2008
3,,Brigitte†FOSTER-HYLTON,JAMJAM,12.76 Q,0.162,100 m H,Semi,F,2008
4,,Sarah†CLAXTON,GBRGBR,12.84 Q,0.145,100 m H,Semi,F,2008
5,,Vonette†DIXON,JAMJAM,12.86,0.237,100 m H,Semi,F,2008
6,,ReÔna-Flor†OKORI,FRAFRA,13.05,0.153,100 m H,Semi,F,2008
,,Susanna†KALLUR,SWESWE,DNF,0.198,100 m H,Semi,F,2008
,,Anay†TEJEDA,CUBCUB,DNF,0.156,100 m H,Semi,F,2008
1,,Dawn†HARPER NELSON,USAUSA,12.54,0.193,100 m H,Final,F,2008
2,,Sally†PEARSON,AUSAUS,12.64,0.138,100 m H,Final,F,2008
3,,Priscilla†LOPES-SCHLIEP,CANCAN,12.64,0.174,100 m H,Final,F,2008
4,,Damu†CHERRY,USAUSA,12.65,0.239,100 m H,Final,F,2008
5,,Delloreen†ENNIS-LONDON,JAMJAM,12.65,0.151,100 m H,Final,F,2008
6,,Brigitte†FOSTER-HYLTON,JAMJAM,12.66,0.167,100 m H,Final,F,2008
7,,LoLo†JONES,USAUSA,12.72,0.185,100 m H,Final,F,2008
8,,Sarah†CLAXTON,GBRGBR,12.94,0.163,100 m H,Final,F,2008
1,,Tiffany†WILLIAMS,USAUSA,55.51 Q,0.222,400 m H,Heats,F,2008
2,,Irina†OBEDINA,RUSRUS,55.71 Q,0.228,400 m H,Heats,F,2008
3,,Satomi†KUBOKURA,JPNJPN,55.82 Q,0.239,400 m H,Heats,F,2008
4,,Shevon†STODDART,JAMJAM,56.52,0.238,400 m H,Heats,F,2008
5,,Ieva†ZUNDA,LATLAT,57.43,0.203,400 m H,Heats,F,2008
6,,Lucimar†TEODORO,BRABRA,57.68,0.272,400 m H,Heats,F,2008
1,,Tasha†DANVERS,GBRGBR,55.19 Q,0.174,400 m H,Heats,F,2008
2,,Anastasia†OTT,RUSRUS,55.34 Q,0.215,400 m H,Heats,F,2008
3,,Nickiesha†WILSON,JAMJAM,55.75 Q,0.37,400 m H,Heats,F,2008
4,,Angela†MOROSANU,ROUROU,56.07 q,0.259,400 m H,Heats,F,2008
5,,Sheena†TOSTA,USAUSA,56.12 q,0.196,400 m H,Heats,F,2008
6,,Nikolina†HORVAT,CROCRO,56.65,0.26,400 m H,Heats,F,2008
7,,Michelle†CAREY,IRLIRL,57.99,0.247,400 m H,Heats,F,2008
1,,Melaine†WALKER,JAMJAM,54.46 Q,0.272,400 m H,Heats,F,2008
2,,Anastasiya†RABCHENYUK,UKRUKR,55.18 Q,0.218,400 m H,Heats,F,2008
3,,Tsvetelina†KIRILOVA,BULBUL,55.22 Q,0.177,400 m H,Heats,F,2008
4,,Queen†HARRISON,USAUSA,55.96 q,0.201,400 m H,Heats,F,2008
5,,AÔssata†SOULAMA,BURBUR,56.37 q,0.258,400 m H,Heats,F,2008
6,,Carole†KABOUD MEBAM,CMRCMR,57.81,0.215,400 m H,Heats,F,2008
7,,Galina†PEDAN,KGZKGZ,60.31,0.222,400 m H,Heats,F,2008
1,,Ekaterina†BIKERT,RUSRUS,55.15 Q,0.21,400 m H,Heats,F,2008
2,,Anna†JESIEN,POLPOL,55.35 Q,0.206,400 m H,Heats,F,2008
3,,Zuzana†HEJNOV¡,CZECZE,55.91 Q,0.193,400 m H,Heats,F,2008
4,,Tatyana†AZAROVA,KAZKAZ,56.88,0.277,400 m H,Heats,F,2008
5,,Muna Jabir†ADAM,SUDSUD,57.16,0.248,400 m H,Heats,F,2008
6,,Josanne†LUCAS,TTOTTO,57.76,0.273,400 m H,Heats,F,2008
7,,Laia†FORCADELL,ESPESP,58.64,0.253,400 m H,Heats,F,2008
1,,Sheena†TOSTA,USAUSA,54.07 Q,0.247,400 m H,Semi,F,2008
2,,Tasha†DANVERS,GBRGBR,54.31 Q,0.262,400 m H,Semi,F,2008
3,,Anna†JESIEN,POLPOL,54.36 Q,0.22,400 m H,Semi,F,2008
4,,Ekaterina†BIKERT,RUSRUS,54.38 Q,0.221,400 m H,Semi,F,2008
5,,Nickiesha†WILSON,JAMJAM,54.67,0.229,400 m H,Semi,F,2008
6,,Anastasia†OTT,RUSRUS,54.74,0.208,400 m H,Semi,F,2008
7,,Satomi†KUBOKURA,JPNJPN,56.69,0.281,400 m H,Semi,F,2008
8,,Angela†MOROSANU,ROUROU,57.67,0.353,400 m H,Semi,F,2008
1,,Melaine†WALKER,JAMJAM,54.20 Q,0.274,400 m H,Semi,F,2008
2,,Anastasiya†RABCHENYUK,UKRUKR,54.60 Q,0.229,400 m H,Semi,F,2008
3,,Tiffany†WILLIAMS,USAUSA,54.99 Q,0.173,400 m H,Semi,F,2008
4,,Zuzana†HEJNOV¡,CZECZE,55.17 Q,0.217,400 m H,Semi,F,2008
5,,AÔssata†SOULAMA,BURBUR,55.69,0.269,400 m H,Semi,F,2008
6,,Irina†OBEDINA,RUSRUS,55.69,0.223,400 m H,Semi,F,2008
7,,Queen†HARRISON,USAUSA,55.88,0.288,400 m H,Semi,F,2008
